p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 class
478 2.07e-04 7.62e-07 1.70e-05 4.02e-03 9.93e-01 4.18e-06 1.71e-05 2.65e-05 4.93e-05 8.76e-05 2.33e-03  5
479 4.83e-04 2.71e-06 3.76e-05 1.30e-02 9.81e-01 1.16e-05 3.83e-05 7.05e-05 1.24e-04 1.94e-04 4.58e-03  5
480 5.71e-05 2.70e-07 4.54e-06 1.23e-03 9.98e-01 1.25e-06 4.62e-06 7.92e-06 1.43e-05 2.18e-05 5.89e-04  5
481 1.32e-02 6.07e-05 8.52e-04 7.03e-01 1.97e-01 2.19e-04 8.99e-04 1.50e-03 3.25e-03 7.62e-03 7.27e-02  4
482 8.07e-03 8.44e-05 5.33e-04 7.81e-01 1.56e-01 2.23e-04 5.59e-04 1.40e-03 2.40e-03 3.42e-03 4.61e-02  4
483 1.87e-02 5.05e-05 1.33e-03 4.70e-01 3.56e-01 2.61e-04 1.37e-03 1.78e-03 4.03e-03 1.25e-02 1.34e-01  4
484 2.32e-02 5.33e-05 1.60e-03 5.30e-01 2.69e-01 2.77e-04 1.66e-03 1.99e-03 4.80e-03 1.66e-02 1.51e-01  5
485 2.32e-02 5.27e-05 1.66e-03 4.99e-01 2.86e-01 2.92e-04 1.71e-03 2.03e-03 4.78e-03 1.70e-02 1.64e-01 11
486 1.22e-03 3.51e-06 9.78e-05 1.96e-02 9.65e-01 1.98e-05 1.00e-04 1.40e-04 2.80e-04 4.77e-04 1.34e-02  5
487 3.67e-01 1.39e-05 2.63e-02 5.74e-02 5.62e-03 1.94e-04 2.96e-02 1.71e-03 1.01e-02 5.77e-02 4.45e-01 11
488 5.05e-01 1.91e-05 3.05e-02 4.67e-02 4.01e-03 2.12e-04 3.52e-02 1.56e-03 1.00e-02 5.08e-02 3.16e-01  1
489 6.98e-01 2.43e-05 3.56e-02 2.63e-02 1.94e-03 2.03e-04 4.13e-02 1.11e-03 8.00e-03 2.42e-02 1.64e-01  1
490 9.50e-01 2.67e-05 3.44e-03 8.49e-03 4.86e-04 7.70e-05 6.23e-03 4.50e-04 6.23e-03 2.64e-03 2.24e-02  1
491 7.34e-01 6.23e-05 1.22e-02 4.58e-02 2.51e-03 2.80e-04 1.59e-02 1.55e-03 1.40e-02 6.77e-02 1.06e-01  1
492 8.56e-01 4.26e-05 9.29e-03 2.40e-02 1.33e-03 1.79e-04 1.30e-02 9.53e-04 9.51e-03 2.36e-02 6.22e-02 11
493 8.04e-01 3.64e-05 1.35e-02 2.84e-02 1.74e-03 1.92e-04 1.82e-02 1.07e-03 9.35e-03 3.23e-02 9.15e-02 11
494 6.25e-05 3.35e-08 2.73e-06 7.09e-05 3.66e-06 1.75e-07 2.96e-06 1.05e-06 5.44e-06 1.00e+00 7.32e-05 10
495 1.34e-04 7.05e-08 5.90e-06 1.57e-04 8.22e-06 3.73e-07 6.42e-06 2.27e-06 1.17e-05 1.00e+00 1.62e-04 10
496 3.21e-02 2.39e-05 1.13e-03 3.76e-02 1.48e-03 9.28e-05 1.28e-03 5.50e-04 3.21e-03 8.96e-01 2.66e-02 10
497 2.82e-01 3.11e-04 6.70e-03 2.97e-01 8.17e-03 7.44e-04 8.16e-03 4.91e-03 4.09e-02 2.20e-01 1.31e-01 11
498 4.23e-01 2.38e-04 8.43e-03 2.54e-01 1.03e-02 6.09e-04 1.13e-02 4.84e-03 4.54e-02 7.11e-02 1.71e-01  1
499 3.49e-01 5.50e-04 6.83e-03 3.40e-01 8.29e-03 9.43e-04 8.75e-03 7.11e-03 8.46e-02 6.70e-02 1.28e-01 11
500 1.68e-01 7.94e-04 4.62e-03 5.71e-01 8.60e-03 1.16e-03 5.47e-03 8.61e-03 6.63e-02 6.02e-02 1.05e-01 11
501 8.80e-02 1.55e-03 2.75e-03 7.08e-01 7.41e-03 1.31e-03 3.26e-03 1.43e-02 8.53e-02 1.50e-02 7.33e-02  4
502 9.13e-02 1.62e-03 2.87e-03 7.00e-01 7.20e-03 1.41e-03 3.36e-03 1.46e-02 8.60e-02 1.69e-02 7.45e-02  4
503 1.07e-01 6.05e-04 3.37e-03 6.87e-01 8.47e-03 9.37e-04 3.90e-03 6.84e-03 3.94e-02 5.50e-02 8.76e-02  4
504 4.91e-01 1.09e-05 1.01e-01 1.49e-02 1.38e-03 1.28e-04 1.62e-01 8.39e-04 5.59e-03 5.35e-03 2.18e-01  1
505 1.00e-01 5.76e-06 6.41e-01 4.83e-03 4.51e-04 8.36e-05 1.32e-01 3.63e-04 2.02e-03 1.39e-03 1.18e-01  3
506 9.23e-02 6.76e-06 6.22e-01 6.49e-03 6.18e-04 1.27e-04 7.72e-02 4.97e-04 2.51e-03 1.89e-03 1.96e-01  3
507 4.72e-01 9.56e-06 1.13e-01 1.63e-02 1.51e-03 1.28e-04 1.40e-01 8.60e-04 5.58e-03 7.06e-03 2.43e-01 11
508 4.10e-01 4.06e-04 2.27e-01 1.98e-02 1.42e-03 1.82e-03 1.13e-01 2.43e-03 1.39e-02 4.36e-03 2.05e-01 11
509 4.02e-01 1.06e-02 5.12e-02 6.46e-02 3.77e-03 2.25e-02 3.92e-02 1.24e-02 5.09e-02 1.04e-02 3.32e-01  4
510 2.89e-01 1.31e-03 4.49e-03 2.94e-02 1.14e-03 9.96e-04 6.02e-03 4.93e-03 6.18e-01 3.47e-03 4.07e-02  1
511 1.17e-01 3.79e-03 3.15e-03 2.76e-02 1.03e-03 1.72e-03 3.84e-03 8.82e-03 7.94e-01 2.41e-03 3.58e-02  9
512 3.18e-01 8.54e-04 4.13e-03 4.02e-02 1.44e-03 7.50e-04 5.72e-03 4.64e-03 5.76e-01 4.71e-03 4.33e-02 11
513 3.18e-01 8.51e-04 4.12e-03 4.01e-02 1.44e-03 7.49e-04 5.71e-03 4.63e-03 5.76e-01 4.71e-03 4.32e-02  9
514 8.75e-05 1.65e-06 1.95e-06 3.33e-05 1.02e-06 8.80e-07 2.45e-06 6.96e-06 1.00e+00 2.54e-06 2.66e-05  9
515 9.94e-01 5.54e-06 6.59e-04 6.75e-04 3.79e-05 1.31e-05 1.32e-03 5.50e-05 8.80e-04 1.76e-04 2.25e-03  1
516 9.68e-01 4.28e-05 2.88e-03 3.76e-03 2.08e-04 8.34e-05 5.45e-03 3.48e-04 6.20e-03 7.99e-04 1.19e-02  1
517 9.97e-01 2.21e-06 3.09e-04 3.33e-04 1.79e-05 5.81e-06 5.60e-04 2.41e-05 3.66e-04 1.14e-04 1.03e-03  1
518 9.57e-01 3.26e-05 2.69e-03 8.05e-03 3.88e-04 8.31e-05 4.29e-03 4.30e-04 6.94e-03 3.36e-03 1.63e-02  1
519 9.75e-01 1.93e-05 2.01e-03 4.21e-03 2.09e-04 5.18e-05 3.22e-03 2.44e-04 3.71e-03 1.84e-03 9.90e-03  1
520 9.96e-01 3.49e-06 4.08e-04 4.24e-04 2.27e-05 8.41e-06 7.48e-04 3.36e-05 5.41e-04 1.28e-04 1.32e-03  1
521 4.18e-01 3.22e-05 2.62e-01 5.62e-03 4.02e-04 1.80e-04 2.55e-01 4.85e-04 3.59e-03 1.80e-03 5.18e-02  1
522 3.84e-01 4.77e-05 3.15e-01 6.53e-03 4.68e-04 2.53e-04 2.24e-01 6.09e-04 4.35e-03 1.91e-03 6.23e-02  7
523 9.22e-01 1.22e-05 1.67e-02 4.10e-03 2.71e-04 6.39e-05 2.84e-02 2.56e-04 2.31e-03 2.02e-03 2.38e-02  1
524 8.49e-01 2.57e-05 2.65e-02 1.19e-02 7.85e-04 1.52e-04 3.32e-02 6.42e-04 5.29e-03 8.04e-03 6.46e-02 11
525 8.61e-01 3.71e-05 2.47e-02 1.19e-02 7.38e-04 1.90e-04 2.93e-02 7.00e-04 5.97e-03 7.33e-03 5.82e-02  1
526 9.71e-01 6.04e-06 5.58e-03 1.13e-03 7.24e-05 2.40e-05 1.43e-02 8.62e-05 8.82e-04 3.94e-04 6.32e-03  1
527 9.95e-01 1.18e-06 7.36e-04 2.70e-04 1.71e-05 4.51e-06 1.83e-03 1.88e-05 2.07e-04 9.81e-05 1.33e-03  1
528 9.95e-01 1.77e-06 9.30e-04 3.25e-04 2.00e-05 6.32e-06 2.11e-03 2.40e-05 2.72e-04 1.16e-04 1.54e-03  1
529 9.99e-01 5.62e-07 2.08e-04 9.24e-05 5.58e-06 1.82e-06 4.74e-04 7.04e-06 8.59e-05 3.05e-05 4.08e-04  1
530 1.00e+00 1.40e-07 4.69e-05 2.48e-05 1.48e-06 4.50e-07 1.03e-04 1.81e-06 2.26e-05 8.46e-06 1.03e-04  1
531 9.99e-01 4.33e-07 1.61e-04 9.34e-05 5.58e-06 1.50e-06 3.35e-04 6.31e-06 7.62e-05 3.58e-05 3.81e-04  1
532 9.99e-01 2.92e-07 1.03e-04 6.41e-05 3.83e-06 9.99e-07 2.16e-04 4.29e-06 5.26e-05 2.43e-05 2.57e-04  1
533 1.00e+00 1.87e-08 4.95e-06 3.44e-06 2.00e-07 5.77e-08 1.03e-05 2.43e-07 3.19e-06 1.20e-06 1.31e-05  1
534 1.00e+00 3.64e-08 9.18e-06 6.40e-06 3.70e-07 1.11e-07 1.89e-05 4.58e-07 6.08e-06 2.21e-06 2.41e-05  1
535 1.00e+00 2.45e-08 6.93e-06 4.40e-06 2.58e-07 7.65e-08 1.46e-05 3.16e-07 4.09e-06 1.52e-06 1.72e-05  1
536 9.99e-01 9.22e-07 2.08e-04 1.22e-04 7.08e-06 2.59e-06 4.34e-04 9.83e-06 1.33e-04 3.77e-05 4.81e-04  1
537 9.73e-01 1.09e-05 2.43e-03 3.89e-03 2.18e-04 3.85e-05 4.12e-03 1.97e-04 2.42e-03 2.04e-03 1.14e-02  1
538 9.99e-01 4.13e-07 1.54e-04 9.72e-05 5.86e-06 1.45e-06 3.28e-04 6.36e-06 7.69e-05 3.73e-05 3.95e-04  1
539 9.99e-01 4.48e-07 1.44e-04 9.95e-05 5.86e-06 1.51e-06 2.93e-04 6.55e-06 8.13e-05 3.88e-05 3.84e-04  1
540 9.89e-01 3.13e-06 1.54e-03 9.63e-04 5.90e-05 1.26e-05 2.98e-03 5.72e-05 6.30e-04 4.49e-04 4.03e-03  1
541 9.69e-01 1.15e-05 3.03e-03 4.31e-03 2.45e-04 4.33e-05 5.03e-03 2.17e-04 2.52e-03 2.45e-03 1.34e-02  1
542 9.48e-01 7.79e-06 1.08e-02 1.93e-03 1.27e-04 3.59e-05 2.56e-02 1.36e-04 1.29e-03 7.65e-04 1.15e-02  1
543 9.53e-01 9.52e-06 9.10e-03 2.93e-03 1.87e-04 4.53e-05 1.61e-02 1.83e-04 1.75e-03 1.43e-03 1.53e-02  1
544 9.50e-01 6.68e-06 9.73e-03 2.20e-03 1.48e-04 3.35e-05 2.20e-02 1.41e-04 1.32e-03 9.64e-04 1.31e-02  1
545 9.74e-01 5.00e-06 4.94e-03 1.30e-03 8.37e-05 2.21e-05 1.09e-02 8.75e-05 8.75e-04 5.38e-04 7.01e-03  9
546 9.84e-01 3.50e-06 2.66e-03 1.02e-03 6.46e-05 1.51e-05 5.61e-03 6.44e-05 6.67e-04 4.46e-04 5.00e-03  7
547 9.89e-01 2.27e-06 1.88e-03 5.49e-04 3.57e-05 9.29e-06 4.97e-03 3.82e-05 4.03e-04 2.01e-04 2.92e-03  1
548 9.48e-01 5.91e-06 8.81e-03 2.43e-03 1.70e-04 3.10e-05 2.28e-02 1.47e-04 1.38e-03 1.01e-03 1.50e-02  1
549 9.96e-01 1.37e-06 4.49e-04 3.43e-04 2.12e-05 4.65e-06 1.00e-03 2.21e-05 2.73e-04 1.17e-04 1.38e-03  1
550 9.99e-01 6.68e-07 1.44e-04 1.42e-04 8.07e-06 2.03e-06 2.81e-04 9.23e-06 1.26e-04 5.24e-05 4.78e-04  1
551 9.96e-01 3.15e-06 4.14e-04 5.46e-04 3.01e-05 8.12e-06 8.03e-04 3.78e-05 5.94e-04 1.66e-04 1.65e-03  1
552 9.99e-01 6.90e-07 1.13e-04 1.19e-04 6.65e-06 1.89e-06 2.22e-04 8.36e-06 1.24e-04 3.92e-05 3.87e-04  1
553 9.78e-01 1.32e-05 1.70e-03 3.65e-03 1.94e-04 3.76e-05 2.96e-03 1.98e-04 2.91e-03 1.44e-03 9.14e-03  1
554 9.93e-01 5.14e-06 6.75e-04 9.09e-04 5.10e-05 1.32e-05 1.33e-03 6.30e-05 9.79e-04 2.62e-04 2.80e-03  1
555 1.00e+00 2.33e-07 4.42e-05 3.87e-05 2.21e-06 6.52e-07 9.06e-05 2.81e-06 4.02e-05 1.23e-05 1.35e-04  1
556 9.99e-01 2.49e-07 7.21e-05 4.42e-05 2.66e-06 7.67e-07 1.65e-04 3.24e-06 4.19e-05 1.39e-05 1.81e-04  1
557 9.99e-01 4.50e-07 1.14e-04 6.47e-05 3.79e-06 1.31e-06 2.46e-04 5.08e-06 6.72e-05 2.01e-05 2.61e-04  1
558 9.99e-01 7.31e-07 1.83e-04 1.02e-04 6.01e-06 2.10e-06 4.02e-04 8.14e-06 1.08e-04 3.07e-05 4.16e-04  1
559 1.00e+00 1.40e-08 4.14e-06 2.65e-06 1.57e-07 4.42e-08 9.02e-06 1.88e-07 2.41e-06 9.03e-07 1.05e-05  1
560 1.00e+00 5.50e-09 1.47e-06 9.56e-07 5.60e-08 1.68e-08 3.12e-06 6.94e-08 9.13e-07 3.21e-07 3.71e-06  1
561 1.00e+00 1.34e-08 3.42e-06 2.26e-06 1.32e-07 4.01e-08 7.32e-06 1.66e-07 2.21e-06 7.38e-07 8.75e-06  1
562 1.00e+00 2.96e-08 7.25e-06 4.84e-06 2.81e-07 8.77e-08 1.52e-05 3.58e-07 4.80e-06 1.59e-06 1.85e-05  1
563 1.00e+00 2.52e-09 6.86e-07 4.67e-07 2.75e-08 7.81e-09 1.46e-06 3.31e-08 4.34e-07 1.59e-07 1.80e-06  1
564 1.00e+00 6.45e-08 1.89e-05 1.31e-05 7.74e-07 2.08e-07 3.99e-05 8.97e-07 1.15e-05 4.70e-06 5.06e-05  1
565 1.00e+00 4.85e-09 1.30e-06 9.06e-07 5.32e-08 1.50e-08 2.75e-06 6.39e-08 8.40e-07 3.10e-07 3.47e-06  1
566 1.00e+00 2.00e-07 5.84e-05 3.80e-05 2.29e-06 6.27e-07 1.32e-04 2.71e-06 3.50e-05 1.23e-05 1.53e-04  1
567 9.99e-01 2.68e-07 1.02e-04 6.07e-05 3.68e-06 9.32e-07 2.22e-04 4.06e-06 4.91e-05 2.25e-05 2.51e-04  1
568 9.99e-01 3.57e-07 1.58e-04 7.76e-05 4.80e-06 1.26e-06 3.69e-04 5.37e-06 6.35e-05 2.75e-05 3.45e-04  1
569 1.00e+00 8.90e-08 3.14e-05 1.72e-05 1.04e-06 2.94e-07 7.03e-05 1.22e-06 1.51e-05 5.96e-06 7.22e-05  1
570 1.00e+00 1.53e-07 5.73e-05 3.03e-05 1.85e-06 5.12e-07 1.32e-04 2.16e-06 2.64e-05 1.04e-05 1.30e-04  1
571 1.00e+00 1.09e-07 3.77e-05 2.23e-05 1.35e-06 3.62e-07 8.49e-05 1.56e-06 1.94e-05 7.66e-06 9.26e-05  1
572 9.98e-01 5.71e-07 2.35e-04 1.04e-04 6.46e-06 1.91e-06 5.75e-04 7.75e-06 9.30e-05 3.37e-05 4.77e-04  1
573 9.93e-01 2.84e-06 1.05e-03 5.05e-04 3.20e-05 9.17e-06 2.70e-03 3.85e-05 4.63e-04 1.46e-04 2.38e-03  1
574 9.85e-01 3.75e-06 2.37e-03 6.86e-04 4.47e-05 1.35e-05 6.96e-03 5.31e-05 5.82e-04 2.09e-04 3.71e-03  1
575 6.34e-01 1.28e-05 7.37e-02 3.88e-03 2.81e-04 7.54e-05 2.52e-01 2.80e-04 2.29e-03 1.45e-03 3.23e-02  1
576 5.15e-01 1.72e-05 9.77e-02 3.62e-03 2.58e-04 9.09e-05 3.49e-01 2.92e-04 2.38e-03 1.19e-03 3.05e-02  3
577 4.71e-01 5.08e-05 2.18e-01 6.43e-03 4.53e-04 2.46e-04 2.40e-01 6.06e-04 4.57e-03 1.85e-03 5.70e-02  1
578 8.27e-03 3.76e-07 7.73e-03 1.03e-04 8.01e-06 2.43e-06 9.83e-01 8.35e-06 6.14e-05 3.12e-05 1.15e-03  7
579 1.25e-02 5.26e-07 1.54e-02 1.63e-04 1.28e-05 3.63e-06 9.70e-01 1.28e-05 9.29e-05 5.16e-05 1.86e-03  7
580 4.37e-02 3.29e-06 7.78e-01 9.37e-04 7.44e-05 2.53e-05 1.64e-01 7.76e-05 5.11e-04 2.86e-04 1.24e-02  7
581 5.56e-01 1.08e-05 9.40e-02 1.37e-02 1.22e-03 1.19e-04 1.50e-01 7.46e-04 5.14e-03 5.75e-03 1.74e-01 11
582 6.96e-01 1.17e-05 5.42e-02 7.02e-03 5.65e-04 8.47e-05 1.69e-01 4.37e-04 3.44e-03 2.52e-03 6.74e-02  1
583 8.32e-01 1.27e-05 3.76e-02 6.86e-03 4.98e-04 8.59e-05 6.52e-02 3.95e-04 3.21e-03 3.51e-03 5.03e-02  1
584 5.12e-01 1.26e-05 1.45e-01 1.39e-02 1.18e-03 1.44e-04 1.43e-01 7.65e-04 5.08e-03 7.02e-03 1.72e-01  3
585 6.71e-01 1.66e-05 1.02e-01 6.78e-03 4.96e-04 1.14e-04 1.54e-01 4.45e-04 3.42e-03 3.00e-03 5.82e-02  1
586 1.12e-02 7.27e-07 9.63e-01 3.96e-04 3.40e-05 8.34e-06 1.82e-02 2.99e-05 1.77e-04 1.29e-04 7.11e-03  3
587 3.67e-02 3.37e-06 8.84e-01 9.12e-04 7.19e-05 2.67e-05 6.56e-02 7.63e-05 4.87e-04 2.83e-04 1.22e-02  3
588 4.43e-02 4.27e-06 8.64e-01 1.10e-03 8.61e-05 3.31e-05 7.53e-02 9.27e-05 5.93e-04 3.37e-04 1.45e-02  1
589 1.04e-01 6.75e-06 7.36e-01 3.98e-03 3.34e-04 8.01e-05 8.57e-02 2.84e-04 1.67e-03 1.47e-03 6.60e-02  3
590 4.70e-02 4.82e-06 8.55e-01 2.50e-03 2.19e-04 6.41e-05 4.07e-02 1.98e-04 1.06e-03 7.78e-04 5.28e-02  3
591 1.58e-02 1.04e-06 9.45e-01 6.26e-04 5.51e-05 1.29e-05 2.51e-02 4.76e-05 2.75e-04 1.96e-04 1.25e-02  3
592 9.75e-04 8.07e-08 9.97e-01 3.30e-05 2.76e-06 8.25e-07 1.62e-03 2.63e-06 1.56e-05 1.03e-05 5.53e-04  3
593 3.78e-04 2.93e-08 9.99e-01 1.25e-05 1.05e-06 3.02e-07 7.31e-04 9.92e-07 5.94e-06 3.88e-06 2.13e-04  3
594 6.26e-05 5.45e-09 1.00e+00 2.09e-06 1.75e-07 5.42e-08 1.12e-04 1.70e-07 1.01e-06 6.40e-07 3.50e-05  3
595 9.30e-06 7.98e-10 1.00e+00 3.01e-07 2.52e-08 7.79e-09 1.85e-05 2.45e-08 1.47e-07 9.13e-08 5.00e-06  3
596 1.49e-03 1.43e-07 9.95e-01 5.00e-05 4.13e-06 1.38e-06 2.36e-03 4.11e-06 2.45e-05 1.53e-05 8.12e-04  3
597 2.60e-05 2.23e-09 1.00e+00 8.81e-07 7.41e-08 2.25e-08 4.89e-05 7.14e-08 4.24e-07 2.67e-07 1.51e-05  3
598 7.71e-02 1.16e-05 7.87e-01 4.00e-03 3.35e-04 1.31e-04 5.53e-02 3.36e-04 1.80e-03 1.22e-03 7.33e-02  3
599 3.16e-02 2.67e-06 8.90e-01 1.58e-03 1.42e-04 3.60e-05 3.90e-02 1.25e-04 6.83e-04 4.57e-04 3.61e-02  3
600 3.67e-04 2.99e-08 9.99e-01 1.17e-05 9.80e-07 2.93e-07 8.20e-04 9.46e-07 5.70e-06 3.52e-06 1.95e-04  3
601 5.85e-03 3.99e-07 9.75e-01 1.73e-04 1.46e-05 3.96e-06 1.63e-02 1.37e-05 8.38e-05 5.34e-05 2.87e-03  3
602 1.53e-02 1.13e-06 9.36e-01 5.09e-04 4.39e-05 1.17e-05 3.80e-02 4.07e-05 2.44e-04 1.49e-04 9.16e-03  3
603 5.32e-03 3.63e-07 9.81e-01 1.85e-04 1.59e-05 4.05e-06 1.03e-02 1.43e-05 8.48e-05 5.79e-05 3.36e-03  3
604 8.94e-01 3.24e-05 1.70e-02 4.56e-03 3.16e-04 1.09e-04 4.89e-02 4.05e-04 4.07e-03 1.08e-03 2.92e-02  1
605 3.38e-04 7.10e-03 4.41e-05 3.91e-04 2.85e-05 9.90e-01 3.70e-05 1.34e-04 1.07e-04 2.63e-05 1.96e-03  6
606 3.02e-02 6.80e-01 2.33e-03 6.12e-02 3.60e-03 3.04e-02 2.37e-03 6.93e-02 1.87e-02 2.10e-03 1.00e-01  2
607 2.78e-02 4.45e-01 1.98e-03 1.08e-01 4.87e-03 2.77e-02 2.01e-03 2.70e-01 1.99e-02 2.62e-03 9.06e-02  2
608 1.88e-02 5.98e-01 1.36e-03 6.16e-02 2.80e-03 2.46e-02 1.37e-03 2.17e-01 1.37e-02 1.68e-03 5.86e-02  8
609 5.45e-02 4.52e-02 3.02e-03 4.04e-01 1.13e-02 9.47e-03 3.27e-03 2.85e-01 5.16e-02 5.76e-03 1.27e-01  9
610 8.74e-02 4.92e-02 3.83e-03 1.73e-01 5.10e-03 8.46e-03 4.33e-03 3.50e-01 2.15e-01 5.34e-03 9.82e-02  9
611 6.09e-03 1.24e-02 3.26e-04 2.30e-02 6.10e-04 1.65e-03 3.46e-04 9.37e-01 8.10e-03 5.53e-04 1.03e-02  4
612 6.17e-03 1.42e-02 3.33e-04 2.16e-02 5.84e-04 1.82e-03 3.52e-04 9.36e-01 8.12e-03 5.52e-04 1.03e-02  8
613 1.17e-02 3.47e-02 6.27e-04 2.68e-02 8.21e-04 3.52e-03 6.64e-04 8.85e-01 1.76e-02 8.62e-04 1.73e-02  8
614 2.82e-02 4.26e-01 1.75e-03 4.65e-02 1.89e-03 1.72e-02 1.82e-03 3.94e-01 3.00e-02 1.75e-03 5.05e-02  6
615 1.21e-02 9.01e-01 9.24e-04 1.26e-02 6.63e-04 1.79e-02 9.22e-04 1.94e-02 8.05e-03 6.25e-04 2.60e-02  2
616 4.75e-02 5.79e-01 3.01e-03 5.58e-02 2.54e-03 2.49e-02 3.15e-03 1.55e-01 4.63e-02 2.44e-03 8.00e-02  4
617 7.71e-04 9.88e-01 6.73e-05 1.00e-03 5.35e-05 6.57e-03 6.35e-05 1.23e-03 4.23e-04 5.07e-05 2.16e-03  2
618 1.74e-02 8.59e-01 1.49e-03 1.75e-02 1.07e-03 2.84e-02 1.47e-03 1.56e-02 9.16e-03 8.88e-04 4.77e-02  2
619 3.64e-03 9.34e-01 3.46e-04 7.68e-03 5.21e-04 2.82e-02 3.29e-04 5.42e-03 1.74e-03 2.99e-04 1.81e-02  2
620 4.97e-03 9.20e-01 4.55e-04 1.14e-02 7.44e-04 2.68e-02 4.37e-04 8.95e-03 2.50e-03 4.15e-04 2.36e-02  2
621 5.17e-04 9.93e-01 4.62e-05 7.24e-04 4.33e-05 3.11e-03 4.44e-05 7.90e-04 2.73e-04 3.34e-05 1.74e-03  2
622 2.41e-03 9.74e-01 2.00e-04 3.05e-03 1.72e-04 7.29e-03 1.96e-04 4.11e-03 1.41e-03 1.42e-04 6.71e-03  2
623 1.51e-04 9.97e-01 1.31e-05 2.57e-04 1.42e-05 1.13e-03 1.25e-05 3.63e-04 8.54e-05 1.10e-05 5.01e-04  2
624 6.22e-05 9.99e-01 5.49e-06 1.03e-04 5.84e-06 5.77e-04 5.23e-06 1.30e-04 3.39e-05 4.52e-06 2.13e-04  2
625 4.32e-06 1.00e+00 3.95e-07 6.60e-06 3.83e-07 5.61e-05 3.72e-07 7.12e-06 2.23e-06 3.07e-07 1.51e-05  2
626 5.35e-06 1.00e+00 4.89e-07 8.26e-06 4.79e-07 7.19e-05 4.61e-07 8.87e-06 2.76e-06 3.83e-07 1.88e-05  2
627 3.02e-05 9.99e-01 2.71e-06 4.44e-05 2.52e-06 3.17e-04 2.56e-06 5.20e-05 1.61e-05 2.08e-06 9.90e-05  2
628 2.40e-06 1.00e+00 2.23e-07 3.58e-06 2.11e-07 3.59e-05 2.10e-07 3.59e-06 1.21e-06 1.69e-07 8.58e-06  2
629 3.99e-06 1.00e+00 3.67e-07 6.03e-06 3.50e-07 5.52e-05 3.45e-07 6.37e-06 2.05e-06 2.83e-07 1.40e-05  2
630 4.93e-05 9.99e-01 4.45e-06 6.92e-05 3.99e-06 4.78e-04 4.22e-06 7.78e-05 2.59e-05 3.29e-06 1.62e-04  2
631 1.38e-05 1.00e+00 1.29e-06 1.97e-05 1.17e-06 2.21e-04 1.21e-06 1.92e-05 6.86e-06 9.56e-07 4.87e-05  2
632 3.34e-04 9.95e-01 2.94e-05 4.51e-04 2.61e-05 2.06e-03 2.82e-05 5.34e-04 1.81e-04 2.13e-05 1.05e-03  2
633 3.00e-04 9.95e-01 2.77e-05 3.94e-04 2.38e-05 2.46e-03 2.63e-05 3.91e-04 1.52e-04 1.91e-05 1.02e-03  2
634 1.11e-04 9.98e-01 1.00e-05 1.81e-04 1.07e-05 1.01e-03 9.57e-06 2.00e-04 5.84e-05 7.95e-06 4.05e-04  2
635 2.96e-05 9.99e-01 2.66e-06 4.85e-05 2.79e-06 3.26e-04 2.52e-06 5.62e-05 1.57e-05 2.16e-06 1.04e-04  2
636 2.39e-05 9.99e-01 2.18e-06 3.87e-05 2.23e-06 3.40e-04 2.05e-06 4.18e-05 1.23e-05 1.76e-06 8.55e-05  2
637 1.64e-05 1.00e+00 1.49e-06 2.64e-05 1.52e-06 2.02e-04 1.40e-06 2.94e-05 8.57e-06 1.19e-06 5.81e-05  2
638 7.26e-06 1.00e+00 6.72e-07 1.11e-05 6.47e-07 1.13e-04 6.30e-07 1.13e-05 3.68e-06 5.21e-07 2.59e-05  2
639 1.74e-05 1.00e+00 1.64e-06 2.64e-05 1.59e-06 2.56e-04 1.54e-06 2.53e-05 8.66e-06 1.23e-06 6.49e-05  2
640 2.34e-05 9.99e-01 2.20e-06 3.48e-05 2.05e-06 4.46e-04 2.05e-06 3.32e-05 1.15e-05 1.67e-06 8.43e-05  2
641 3.78e-05 9.99e-01 3.59e-06 5.39e-05 3.20e-06 7.67e-04 3.34e-06 4.95e-05 1.84e-05 2.65e-06 1.36e-04  2
642 6.21e-05 9.98e-01 5.86e-06 8.94e-05 5.24e-06 1.28e-03 5.45e-06 8.38e-05 3.04e-05 4.40e-06 2.20e-04  2
643 3.29e-05 9.99e-01 3.01e-06 5.02e-05 2.87e-06 4.94e-04 2.83e-06 5.36e-05 1.69e-05 2.37e-06 1.14e-04  2
644 5.49e-05 9.99e-01 4.91e-06 8.64e-05 4.83e-06 6.46e-04 4.63e-06 1.03e-04 2.93e-05 3.97e-06 1.84e-04  2
645 1.05e-04 9.98e-01 9.34e-06 1.77e-04 9.83e-06 1.20e-03 8.83e-06 2.18e-04 5.68e-05 7.87e-06 3.59e-04  2
646 1.32e-03 9.38e-01 1.36e-04 2.35e-03 1.61e-04 4.87e-02 1.25e-04 1.41e-03 5.69e-04 1.07e-04 6.83e-03  2
647 1.68e-03 7.91e-01 1.82e-04 2.70e-03 1.87e-04 1.93e-01 1.64e-04 1.44e-03 6.80e-04 1.35e-04 8.82e-03  2
648 1.79e-03 6.52e-01 2.01e-04 2.36e-03 1.61e-04 3.33e-01 1.79e-04 1.24e-03 6.96e-04 1.32e-04 8.67e-03  2
649 2.25e-03 8.14e-01 2.49e-04 2.56e-03 1.72e-04 1.68e-01 2.23e-04 1.43e-03 8.76e-04 1.49e-04 9.68e-03  2
