p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 class
1193 9.98e-01 1.57e-06 3.07e-04 2.60e-04 1.44e-05 4.57e-06 5.62e-04 1.85e-05 2.54e-04 9.59e-05 8.82e-04  1
1194 9.97e-01 1.94e-06 3.66e-04 3.03e-04 1.67e-05 5.56e-06 6.67e-04 2.20e-05 3.04e-04 1.10e-04 1.03e-03  1
1195 9.97e-01 2.60e-06 3.85e-04 4.15e-04 2.22e-05 7.04e-06 6.88e-04 2.93e-05 4.34e-04 1.49e-04 1.28e-03  1
1196 9.95e-01 3.62e-06 6.03e-04 6.30e-04 3.39e-05 1.04e-05 1.05e-03 4.29e-05 6.05e-04 2.44e-04 1.96e-03  1
1197 9.92e-01 5.19e-06 7.64e-04 1.05e-03 5.58e-05 1.47e-05 1.32e-03 6.62e-05 9.62e-04 4.24e-04 2.99e-03  1
1198 9.99e-01 5.23e-07 1.25e-04 9.72e-05 5.52e-06 1.61e-06 2.42e-04 6.71e-06 8.88e-05 3.63e-05 3.48e-04  1
1199 9.95e-01 1.62e-06 7.65e-04 4.41e-04 2.70e-05 6.23e-06 1.57e-03 2.76e-05 3.12e-04 1.89e-04 1.87e-03  1
1200 9.97e-01 1.12e-06 4.96e-04 2.78e-04 1.69e-05 4.15e-06 1.03e-03 1.79e-05 2.07e-04 1.14e-04 1.17e-03  1
1201 9.95e-01 1.52e-06 7.03e-04 3.75e-04 2.27e-05 5.71e-06 1.43e-03 2.42e-05 2.76e-04 1.57e-04 1.60e-03  1
1202 9.95e-01 1.67e-06 7.08e-04 4.73e-04 2.87e-05 6.33e-06 1.43e-03 2.88e-05 3.32e-04 2.04e-04 1.92e-03  1
1203 9.86e-01 3.03e-06 2.13e-03 1.01e-03 6.50e-05 1.32e-05 4.57e-03 6.08e-05 6.37e-04 4.48e-04 4.83e-03  1
1204 9.74e-01 4.25e-06 4.39e-03 1.55e-03 1.04e-04 2.04e-05 1.02e-02 9.41e-05 9.30e-04 6.75e-04 8.44e-03  1
1205 9.68e-01 4.93e-06 5.01e-03 2.02e-03 1.37e-04 2.43e-05 1.13e-02 1.18e-04 1.15e-03 9.03e-04 1.09e-02  1
1206 9.25e-01 7.82e-06 1.51e-02 2.73e-03 1.88e-04 4.16e-05 3.66e-02 1.75e-04 1.59e-03 1.17e-03 1.76e-02  1
1207 9.66e-01 6.03e-06 6.47e-03 1.79e-03 1.16e-04 2.81e-05 1.35e-02 1.15e-04 1.12e-03 7.92e-04 9.73e-03  1
1208 9.76e-01 5.34e-06 4.74e-03 1.22e-03 7.74e-05 2.25e-05 1.03e-02 8.53e-05 8.66e-04 4.86e-04 6.45e-03  1
1209 9.92e-01 1.71e-06 1.25e-03 4.12e-04 2.66e-05 6.82e-06 3.23e-03 2.85e-05 3.06e-04 1.50e-04 2.12e-03  1
1210 9.11e-01 7.79e-06 1.49e-02 3.56e-03 2.60e-04 4.40e-05 4.23e-02 2.17e-04 1.94e-03 1.40e-03 2.46e-02  1
1211 9.51e-01 6.19e-06 7.83e-03 1.47e-03 1.01e-04 2.68e-05 2.81e-02 1.08e-04 1.07e-03 4.80e-04 9.32e-03  1
1212 9.79e-01 4.07e-06 3.39e-03 8.44e-04 5.60e-05 1.59e-05 1.06e-02 6.34e-05 6.67e-04 2.69e-04 4.81e-03  1
1213 9.60e-01 5.48e-06 6.13e-03 1.95e-03 1.36e-04 2.60e-05 1.75e-02 1.24e-04 1.22e-03 7.00e-04 1.17e-02  1
1214 9.98e-01 8.57e-07 3.26e-04 2.28e-04 1.39e-05 3.09e-06 6.95e-04 1.43e-05 1.71e-04 8.89e-05 9.19e-04  1
1215 9.99e-01 7.45e-07 1.46e-04 1.48e-04 8.48e-06 2.17e-06 2.96e-04 9.96e-06 1.40e-04 4.91e-05 5.02e-04  1
1216 9.98e-01 1.45e-06 2.19e-04 2.43e-04 1.36e-05 3.84e-06 4.37e-04 1.73e-05 2.62e-04 7.44e-05 7.85e-04  1
1217 9.99e-01 7.61e-07 1.24e-04 1.32e-04 7.38e-06 2.08e-06 2.45e-04 9.25e-06 1.37e-04 4.29e-05 4.29e-04  1
1218 9.87e-01 7.59e-06 1.23e-03 1.73e-03 1.01e-04 2.15e-05 2.45e-03 1.10e-04 1.56e-03 5.17e-04 5.52e-03  1
1219 9.99e-01 7.86e-07 1.38e-04 1.14e-04 6.56e-06 2.10e-06 2.89e-04 8.79e-06 1.28e-04 3.35e-05 4.11e-04  1
1220 1.00e+00 2.55e-07 5.18e-05 4.17e-05 2.41e-06 7.19e-07 1.09e-04 3.07e-06 4.32e-05 1.29e-05 1.52e-04  1
1221 9.99e-01 7.76e-07 1.21e-04 1.23e-04 6.86e-06 2.06e-06 2.38e-04 8.95e-06 1.35e-04 3.84e-05 4.03e-04  1
1222 9.99e-01 5.66e-07 1.39e-04 8.81e-05 5.25e-06 1.64e-06 3.12e-04 6.77e-06 9.05e-05 2.63e-05 3.54e-04  1
1223 1.00e+00 1.68e-07 3.54e-05 3.00e-05 1.73e-06 4.87e-07 7.37e-05 2.13e-06 2.97e-05 9.74e-06 1.08e-04  1
1224 1.00e+00 1.91e-09 4.82e-07 3.43e-07 2.00e-08 5.78e-09 1.02e-06 2.45e-08 3.26e-07 1.16e-07 1.30e-06  1
1225 1.00e+00 2.97e-08 9.28e-06 5.72e-06 3.40e-07 9.58e-08 2.00e-05 4.03e-07 5.11e-06 2.00e-06 2.29e-05  1
1226 1.00e+00 7.43e-08 2.57e-05 1.48e-05 8.90e-07 2.46e-07 5.68e-05 1.04e-06 1.29e-05 5.19e-06 6.12e-05  1
1227 9.98e-01 7.17e-07 2.78e-04 1.35e-04 8.42e-06 2.37e-06 6.86e-04 9.95e-06 1.20e-04 4.28e-05 6.12e-04  1
1228 9.97e-01 9.02e-07 3.96e-04 1.87e-04 1.18e-05 3.12e-06 9.94e-04 1.34e-05 1.58e-04 6.04e-05 8.66e-04  1
1229 9.92e-01 1.77e-06 1.27e-03 3.98e-04 2.56e-05 6.92e-06 3.37e-03 2.83e-05 3.06e-04 1.41e-04 2.06e-03  1
1230 9.98e-01 7.58e-07 3.85e-04 1.54e-04 9.68e-06 2.70e-06 9.64e-04 1.11e-05 1.28e-04 5.23e-05 7.34e-04  1
1231 9.96e-01 1.28e-06 6.82e-04 2.51e-04 1.60e-05 4.56e-06 1.80e-03 1.86e-05 2.12e-04 8.18e-05 1.24e-03  1
1232 9.94e-01 1.64e-06 9.83e-04 3.13e-04 1.98e-05 5.97e-06 2.56e-03 2.34e-05 2.61e-04 1.05e-04 1.58e-03  1
1233 9.97e-01 1.07e-06 4.22e-04 1.76e-04 1.09e-05 3.47e-06 1.05e-03 1.37e-05 1.65e-04 5.46e-05 8.18e-04  1
1234 9.98e-01 8.32e-07 2.65e-04 1.23e-04 7.35e-06 2.55e-06 5.98e-04 9.69e-06 1.22e-04 3.85e-05 5.32e-04  1
1235 9.86e-01 1.03e-05 2.21e-03 1.03e-03 6.13e-05 2.70e-05 4.85e-03 9.39e-05 1.23e-03 2.67e-04 4.52e-03  1
1236 9.88e-01 9.86e-06 1.85e-03 9.66e-04 5.70e-05 2.51e-05 3.96e-03 8.84e-05 1.20e-03 2.50e-04 4.07e-03  1
1237 9.33e-01 1.09e-05 1.35e-02 1.93e-03 1.27e-04 4.50e-05 3.67e-02 1.53e-04 1.49e-03 6.52e-04 1.18e-02  4
1238 2.90e-01 2.14e-05 1.28e-01 3.55e-03 2.66e-04 1.09e-04 5.38e-01 3.25e-04 2.47e-03 9.42e-04 3.55e-02  7
1239 5.93e-02 3.85e-06 4.38e-01 1.12e-03 8.91e-05 2.87e-05 4.86e-01 9.22e-05 6.22e-04 3.39e-04 1.44e-02  3
1240 7.00e-02 5.36e-06 4.64e-01 1.51e-03 1.22e-04 4.01e-05 4.43e-01 1.28e-04 8.43e-04 4.26e-04 2.07e-02  7
1241 2.77e-02 1.54e-06 9.03e-01 9.62e-04 8.37e-05 1.83e-05 4.93e-02 7.09e-05 4.23e-04 3.15e-04 1.77e-02  3
1242 7.57e-01 1.20e-05 4.07e-02 6.29e-03 4.97e-04 7.86e-05 1.34e-01 3.99e-04 3.25e-03 2.18e-03 5.60e-02  7
1243 8.21e-01 1.19e-05 4.17e-02 5.34e-03 3.86e-04 7.62e-05 8.55e-02 3.30e-04 2.72e-03 2.45e-03 4.04e-02  1
1244 9.29e-03 7.48e-07 9.68e-01 3.90e-04 3.42e-05 9.02e-06 1.38e-02 3.09e-05 1.75e-04 1.17e-04 7.86e-03  3
1245 2.33e-03 2.00e-07 9.92e-01 9.00e-05 7.69e-06 2.22e-06 3.48e-03 7.18e-06 4.14e-05 2.76e-05 1.66e-03  3
1246 4.76e-03 3.32e-07 9.83e-01 1.69e-04 1.46e-05 3.73e-06 8.51e-03 1.31e-05 7.72e-05 5.33e-05 3.09e-03  3
1247 1.97e-04 1.60e-08 9.99e-01 6.72e-06 5.67e-07 1.66e-07 3.57e-04 5.37e-07 3.19e-06 2.07e-06 1.16e-04  3
1248 5.85e-06 4.90e-10 1.00e+00 1.94e-07 1.63e-08 4.91e-09 1.13e-05 1.57e-08 9.35e-08 5.91e-08 3.27e-06  3
1249 3.17e-06 2.67e-10 1.00e+00 1.04e-07 8.70e-09 2.65e-09 6.11e-06 8.40e-09 5.03e-08 3.17e-08 1.74e-06  3
1250 1.41e-05 1.22e-09 1.00e+00 4.76e-07 3.99e-08 1.22e-08 2.59e-05 3.86e-08 2.29e-07 1.45e-07 8.06e-06  3
1251 2.70e-05 2.39e-09 1.00e+00 9.09e-07 7.61e-08 2.38e-08 4.90e-05 7.40e-08 4.40e-07 2.75e-07 1.53e-05  3
1252 4.06e-04 3.73e-08 9.99e-01 1.43e-05 1.20e-06 3.78e-07 6.59e-04 1.16e-06 6.85e-06 4.34e-06 2.44e-04  3
1253 6.82e-02 1.35e-05 8.01e-01 3.47e-03 2.92e-04 1.35e-04 5.88e-02 3.18e-04 1.70e-03 9.20e-04 6.52e-02  3
1254 3.38e-02 5.07e-06 8.98e-01 1.61e-03 1.36e-04 5.36e-05 3.40e-02 1.41e-04 7.67e-04 4.47e-04 3.06e-02  3
1255 5.35e-02 5.51e-06 8.11e-01 3.16e-03 2.87e-04 7.96e-05 5.14e-02 2.58e-04 1.34e-03 8.98e-04 7.81e-02  3
1256 2.04e-01 3.60e-05 5.25e-01 5.04e-03 3.82e-04 2.14e-04 2.00e-01 4.91e-04 3.19e-03 1.34e-03 5.94e-02  3
1257 1.61e-01 2.63e-05 5.37e-01 4.38e-03 3.47e-04 1.69e-04 2.34e-01 4.23e-04 2.68e-03 1.10e-03 5.87e-02  3
1258 3.10e-02 3.47e-06 8.84e-01 8.84e-04 7.18e-05 2.76e-05 7.02e-02 7.78e-05 4.82e-04 2.45e-04 1.32e-02  3
1259 1.70e-02 1.63e-06 9.32e-01 5.42e-04 4.55e-05 1.48e-05 4.09e-02 4.60e-05 2.77e-04 1.52e-04 9.06e-03  3
1260 9.83e-01 8.04e-06 2.04e-03 1.52e-03 9.64e-05 2.43e-05 4.78e-03 1.12e-04 1.40e-03 4.06e-04 6.54e-03  1
1261 9.84e-01 9.80e-06 1.67e-03 1.84e-03 1.11e-04 2.70e-05 3.54e-03 1.30e-04 1.81e-03 4.86e-04 6.66e-03  1
1262 9.65e-01 3.68e-05 2.88e-03 4.73e-03 2.67e-04 7.87e-05 5.51e-03 3.75e-04 6.33e-03 1.04e-03 1.42e-02  1
1263 1.82e-03 1.29e-02 2.59e-04 2.09e-03 1.63e-04 9.68e-01 2.12e-04 5.77e-04 5.25e-04 1.49e-04 1.28e-02  6
1264 2.73e-03 3.83e-02 3.80e-04 2.82e-03 2.21e-04 9.36e-01 3.17e-04 9.03e-04 8.11e-04 1.96e-04 1.76e-02  6
1265 3.30e-04 6.03e-03 4.36e-05 3.82e-04 2.83e-05 9.91e-01 3.65e-05 1.26e-04 1.03e-04 2.57e-05 1.99e-03  6
1266 1.86e-04 3.23e-03 2.47e-05 2.28e-04 1.73e-05 9.95e-01 2.07e-05 7.27e-05 5.80e-05 1.50e-05 1.21e-03  6
1267 1.73e-03 3.17e-02 2.31e-04 2.43e-03 2.00e-04 9.48e-01 1.96e-04 7.34e-04 5.50e-04 1.47e-04 1.37e-02  6
1268 1.02e-02 1.19e-01 1.46e-03 9.76e-03 7.87e-04 7.84e-01 1.22e-03 3.12e-03 2.97e-03 6.83e-04 6.70e-02  6
1269 7.43e-02 5.49e-01 5.42e-03 6.49e-02 3.69e-03 3.69e-02 5.64e-03 6.08e-02 4.72e-02 3.27e-03 1.49e-01  2
1270 1.14e-02 8.21e-01 9.56e-04 3.53e-02 2.04e-03 3.58e-02 9.32e-04 3.60e-02 6.37e-03 1.07e-03 4.97e-02 10
1271 4.19e-02 1.73e-01 2.83e-03 2.54e-01 1.01e-02 2.27e-02 2.91e-03 3.18e-01 3.05e-02 4.59e-03 1.38e-01 11
1272 5.82e-03 1.60e-02 3.19e-04 1.89e-02 5.29e-04 1.91e-03 3.36e-04 9.38e-01 7.50e-03 5.12e-04 9.77e-03  8
1273 2.12e-02 6.15e-02 1.13e-03 4.49e-02 1.38e-03 6.46e-03 1.20e-03 7.98e-01 3.19e-02 1.53e-03 3.03e-02  8
1274 1.20e-03 9.80e-01 1.05e-04 1.53e-03 8.13e-05 1.07e-02 9.90e-05 1.80e-03 6.51e-04 7.92e-05 3.33e-03  2
1275 3.53e-04 9.95e-01 2.96e-05 5.42e-04 2.88e-05 2.03e-03 2.85e-05 8.76e-04 2.10e-04 2.42e-05 1.03e-03  2
1276 2.43e-04 9.96e-01 2.12e-05 3.96e-04 2.28e-05 1.59e-03 2.04e-05 5.04e-04 1.34e-04 1.70e-05 8.31e-04  2
1277 2.48e-04 9.96e-01 2.17e-05 3.49e-04 2.00e-05 1.55e-03 2.08e-05 4.38e-04 1.36e-04 1.61e-05 7.80e-04  2
1278 1.44e-04 9.98e-01 1.25e-05 2.10e-04 1.16e-05 1.01e-03 1.20e-05 2.83e-04 8.09e-05 9.66e-06 4.44e-04  2
1279 1.91e-05 1.00e+00 1.72e-06 2.91e-05 1.67e-06 1.97e-04 1.63e-06 3.35e-05 1.01e-05 1.34e-06 6.50e-05  2
1280 7.56e-06 1.00e+00 6.87e-07 1.15e-05 6.63e-07 8.92e-05 6.48e-07 1.27e-05 3.94e-06 5.31e-07 2.61e-05  2
1281 3.13e-06 1.00e+00 2.86e-07 4.77e-06 2.77e-07 4.09e-05 2.70e-07 5.10e-06 1.61e-06 2.22e-07 1.10e-05  2
1282 5.20e-06 1.00e+00 4.74e-07 7.94e-06 4.61e-07 6.38e-05 4.47e-07 8.65e-06 2.69e-06 3.67e-07 1.81e-05  2
1283 5.30e-06 1.00e+00 4.93e-07 7.96e-06 4.67e-07 8.42e-05 4.62e-07 7.98e-06 2.67e-06 3.77e-07 1.89e-05  2
1284 1.18e-05 1.00e+00 1.08e-06 1.72e-05 9.96e-07 1.49e-04 1.02e-06 1.85e-05 6.11e-06 8.19e-07 4.02e-05  2
1285 5.62e-06 1.00e+00 5.19e-07 8.44e-06 4.92e-07 8.36e-05 4.87e-07 8.70e-06 2.86e-06 3.99e-07 1.98e-05  2
1286 4.78e-06 1.00e+00 4.40e-07 7.25e-06 4.22e-07 6.88e-05 4.13e-07 7.59e-06 2.44e-06 3.40e-07 1.68e-05  2
1287 3.18e-06 1.00e+00 2.92e-07 4.75e-06 2.77e-07 4.13e-05 2.75e-07 5.03e-06 1.63e-06 2.23e-07 1.11e-05  2
1288 1.00e-05 1.00e+00 9.13e-07 1.48e-05 8.57e-07 1.18e-04 8.62e-07 1.61e-05 5.20e-06 6.94e-07 3.42e-05  2
1289 1.48e-05 1.00e+00 1.37e-06 2.20e-05 1.30e-06 1.81e-04 1.29e-06 2.26e-05 7.55e-06 1.03e-06 5.27e-05  2
1290 1.90e-05 1.00e+00 1.77e-06 2.76e-05 1.65e-06 2.45e-04 1.66e-06 2.75e-05 9.56e-06 1.31e-06 6.79e-05  2
1291 4.17e-05 9.99e-01 3.84e-06 5.80e-05 3.43e-06 4.66e-04 3.62e-06 5.99e-05 2.12e-05 2.79e-06 1.42e-04  2
1292 3.23e-05 9.99e-01 3.01e-06 4.44e-05 2.62e-06 4.31e-04 2.82e-06 4.41e-05 1.62e-05 2.17e-06 1.11e-04  2
1293 1.59e-04 9.97e-01 1.45e-05 2.02e-04 1.17e-05 1.66e-03 1.37e-05 2.12e-04 8.15e-05 1.02e-05 5.01e-04  2
1294 5.84e-04 9.88e-01 5.50e-05 1.08e-03 6.87e-05 6.84e-03 5.20e-05 9.31e-04 2.87e-04 4.54e-05 2.54e-03  2
1295 1.03e-05 1.00e+00 9.54e-07 1.64e-05 9.59e-07 1.60e-04 8.96e-07 1.67e-05 5.23e-06 7.53e-07 3.77e-05  2
1296 2.13e-05 9.99e-01 2.03e-06 3.10e-05 1.88e-06 3.95e-04 1.90e-06 2.80e-05 1.03e-05 1.50e-06 7.95e-05  2
1297 1.65e-04 9.96e-01 1.51e-05 2.77e-04 1.56e-05 2.68e-03 1.41e-05 2.98e-04 8.57e-05 1.26e-05 5.86e-04  2
1298 2.28e-04 9.92e-01 2.15e-05 3.63e-04 2.10e-05 5.81e-03 1.99e-05 3.30e-04 1.11e-04 1.74e-05 8.44e-04  2
1299 1.31e-04 9.97e-01 1.23e-05 1.74e-04 1.00e-05 2.10e-03 1.14e-05 1.69e-04 6.53e-05 8.83e-06 4.33e-04  2
1300 2.88e-03 5.32e-01 3.37e-04 3.57e-03 2.56e-04 4.42e-01 2.98e-04 1.68e-03 1.06e-03 2.05e-04 1.50e-02  6
1301 3.13e-04 9.90e-01 3.15e-05 3.93e-04 2.48e-05 7.77e-03 2.90e-05 2.96e-04 1.40e-04 2.07e-05 1.19e-03  2
1302 2.27e-04 9.90e-01 2.27e-05 3.03e-04 1.89e-05 7.86e-03 2.09e-05 2.29e-04 1.02e-04 1.58e-05 8.78e-04  2
1303 7.85e-05 9.98e-01 7.52e-06 1.05e-04 6.27e-06 1.52e-03 6.99e-06 9.34e-05 3.77e-05 5.31e-06 2.77e-04  2
1304 1.77e-03 2.67e-01 2.07e-04 2.16e-03 1.50e-04 7.18e-01 1.81e-04 1.01e-03 6.49e-04 1.28e-04 8.74e-03 11
1305 2.86e-04 6.78e-03 3.61e-05 4.23e-04 3.17e-05 9.90e-01 3.07e-05 1.37e-04 9.48e-05 2.55e-05 1.92e-03  6
1306 3.54e-05 8.35e-04 4.55e-06 4.70e-05 3.50e-06 9.99e-01 3.85e-06 1.56e-05 1.15e-05 2.96e-06 2.26e-04  6
1307 2.80e-03 3.21e-01 3.14e-04 5.07e-03 3.57e-04 6.50e-01 2.78e-04 2.19e-03 1.08e-03 2.54e-04 1.67e-02  2
1308 9.17e-03 3.41e-04 3.95e-04 9.60e-01 2.81e-03 2.94e-04 4.43e-04 3.15e-03 6.06e-03 2.31e-03 1.54e-02  4
1309 7.15e-02 1.16e-02 3.17e-03 6.27e-01 8.00e-03 5.39e-03 3.43e-03 8.13e-02 8.28e-02 1.10e-02 9.53e-02  9
1310 4.19e-02 8.16e-03 2.88e-03 7.15e-01 1.58e-02 8.62e-03 2.82e-03 2.61e-02 1.91e-02 1.16e-02 1.48e-01  1
1311 8.59e-03 2.28e-04 3.98e-04 9.62e-01 2.75e-03 2.74e-04 4.31e-04 2.04e-03 4.17e-03 3.62e-03 1.58e-02  4
1312 3.75e-03 7.24e-05 1.84e-04 9.81e-01 1.86e-03 1.08e-04 1.98e-04 7.36e-04 1.51e-03 1.99e-03 8.24e-03  4
1313 1.87e-02 2.48e-04 1.10e-03 8.86e-01 1.15e-02 5.79e-04 1.12e-03 2.77e-03 5.57e-03 1.52e-02 5.70e-02  4
1314 6.90e-04 9.19e-06 3.81e-05 9.95e-01 1.30e-03 1.79e-05 4.08e-05 1.21e-04 2.33e-04 3.67e-04 2.28e-03  4
1315 9.61e-04 1.41e-05 5.35e-05 9.93e-01 1.49e-03 2.72e-05 5.68e-05 1.75e-04 3.27e-04 5.41e-04 3.12e-03  4
1316 2.35e-03 2.75e-05 1.17e-04 9.85e-01 3.43e-03 4.68e-05 1.30e-04 3.81e-04 8.41e-04 9.10e-04 6.49e-03  4
1317 2.26e-03 4.66e-05 1.01e-04 9.89e-01 1.19e-03 5.48e-05 1.13e-04 5.04e-04 1.10e-03 7.25e-04 4.47e-03  4
1318 8.16e-04 1.10e-05 3.97e-05 9.96e-01 6.25e-04 1.83e-05 4.34e-05 1.35e-04 3.02e-04 4.38e-04 1.93e-03  4
1319 2.79e-03 3.20e-05 1.40e-04 9.85e-01 2.10e-03 6.07e-05 1.51e-04 4.08e-04 9.35e-04 1.87e-03 6.90e-03  4
1320 1.93e-03 2.14e-05 8.93e-05 9.90e-01 1.25e-03 3.62e-05 9.88e-05 2.77e-04 6.99e-04 1.05e-03 4.14e-03  4
1321 2.82e-04 4.63e-06 1.39e-05 9.98e-01 2.97e-04 6.87e-06 1.53e-05 5.55e-05 1.13e-04 1.12e-04 7.21e-04  4
1322 5.63e-04 7.79e-06 2.70e-05 9.97e-01 4.37e-04 1.24e-05 2.97e-05 9.54e-05 2.14e-04 2.77e-04 1.31e-03  4
1323 8.01e-05 1.67e-06 3.96e-06 1.00e+00 6.51e-05 2.30e-06 4.33e-06 1.80e-05 3.41e-05 3.30e-05 1.96e-04  4
1324 4.11e-06 7.88e-08 2.11e-07 1.00e+00 4.69e-06 1.18e-07 2.30e-07 8.91e-07 1.64e-06 1.74e-06 1.13e-05  4
1325 2.82e-06 5.95e-08 1.45e-07 1.00e+00 3.10e-06 8.48e-08 1.57e-07 6.51e-07 1.16e-06 1.13e-06 7.67e-06  4
1326 1.30e-06 2.64e-08 6.68e-08 1.00e+00 1.40e-06 3.87e-08 7.25e-08 2.91e-07 5.27e-07 5.48e-07 3.53e-06  4
1327 1.13e-05 2.47e-07 5.75e-07 1.00e+00 1.08e-05 3.46e-07 6.24e-07 2.64e-06 4.74e-06 4.64e-06 2.96e-05  4
1328 1.74e-05 4.07e-07 8.95e-07 1.00e+00 1.68e-05 5.63e-07 9.69e-07 4.25e-06 7.36e-06 7.10e-06 4.64e-05  4
1329 8.63e-05 1.47e-06 4.50e-06 9.99e-01 1.23e-04 2.33e-06 4.90e-06 1.76e-05 3.30e-05 3.65e-05 2.51e-04  4
1330 4.69e-05 7.79e-07 2.43e-06 1.00e+00 5.86e-05 1.26e-06 2.64e-06 9.29e-06 1.78e-05 2.13e-05 1.32e-04  4
1331 4.28e-05 7.27e-07 2.21e-06 1.00e+00 5.52e-05 1.15e-06 2.41e-06 8.63e-06 1.64e-05 1.87e-05 1.21e-04  4
1332 2.58e-05 4.65e-07 1.35e-06 1.00e+00 3.24e-05 7.39e-07 1.46e-06 5.37e-06 9.90e-06 1.17e-05 7.39e-05  4
1333 1.79e-05 3.34e-07 9.35e-07 1.00e+00 2.15e-05 5.22e-07 1.01e-06 3.80e-06 6.94e-06 8.02e-06 5.07e-05  4
1334 5.83e-04 9.02e-06 3.11e-05 9.96e-01 6.81e-04 1.61e-05 3.33e-05 1.08e-04 2.08e-04 3.19e-04 1.70e-03  4
1335 4.52e-05 9.80e-07 2.31e-06 1.00e+00 4.13e-05 1.40e-06 2.50e-06 1.04e-05 1.87e-05 1.94e-05 1.18e-04  4
1336 1.04e-03 2.31e-05 5.15e-05 9.95e-01 6.46e-04 3.22e-05 5.56e-05 2.34e-04 4.40e-04 4.77e-04 2.42e-03  4
1337 1.25e-03 2.41e-05 5.81e-05 9.94e-01 6.54e-04 3.24e-05 6.38e-05 2.56e-04 5.47e-04 5.43e-04 2.58e-03  4
1338 1.04e-03 3.66e-05 5.07e-05 9.95e-01 6.36e-04 3.87e-05 5.54e-05 3.39e-04 5.36e-04 3.31e-04 2.38e-03  4
1339 6.92e-04 1.40e-05 3.23e-05 9.97e-01 4.07e-04 1.81e-05 3.57e-05 1.51e-04 3.13e-04 2.72e-04 1.47e-03  4
1340 5.58e-05 1.24e-06 2.79e-06 1.00e+00 4.68e-05 1.68e-06 3.03e-06 1.31e-05 2.40e-05 2.25e-05 1.39e-04  4
1341 6.16e-05 1.49e-06 3.12e-06 1.00e+00 5.26e-05 1.99e-06 3.38e-06 1.53e-05 2.67e-05 2.47e-05 1.57e-04  4
1342 3.92e-04 1.20e-05 1.97e-05 9.98e-01 3.37e-04 1.38e-05 2.16e-05 1.17e-04 1.86e-04 1.28e-04 1.00e-03  4
1343 1.41e-04 4.01e-06 7.45e-06 9.99e-01 1.67e-04 5.14e-06 8.07e-06 4.01e-05 6.21e-05 4.96e-05 4.07e-04  4
1344 8.41e-05 2.27e-06 4.55e-06 9.99e-01 1.03e-04 3.16e-06 4.88e-06 2.27e-05 3.51e-05 3.34e-05 2.52e-04  4
1345 2.42e-04 7.49e-06 1.33e-05 9.98e-01 3.32e-04 9.89e-06 1.42e-05 7.22e-05 1.04e-04 8.74e-05 7.59e-04  4
1346 2.43e-04 7.05e-06 1.33e-05 9.98e-01 3.53e-04 9.41e-06 1.43e-05 6.99e-05 1.03e-04 8.63e-05 7.62e-04  4
1347 7.62e-03 3.51e-04 4.03e-04 9.52e-01 7.76e-03 3.32e-04 4.43e-04 3.03e-03 3.89e-03 1.73e-03 2.23e-02  4
1348 7.24e-04 1.53e-05 4.03e-05 9.94e-01 1.64e-03 2.37e-05 4.35e-05 1.74e-04 2.80e-04 2.66e-04 2.50e-03  4
1349 2.43e-03 2.87e-05 1.37e-04 9.77e-01 8.82e-03 5.79e-05 1.48e-04 4.17e-04 7.98e-04 1.05e-03 9.09e-03  4
1350 3.63e-03 3.80e-05 2.14e-04 9.69e-01 8.53e-03 9.18e-05 2.25e-04 5.58e-04 1.09e-03 2.37e-03 1.38e-02 11
1351 3.62e-03 4.19e-05 2.23e-04 9.58e-01 1.80e-02 1.00e-04 2.35e-04 6.22e-04 1.11e-03 1.91e-03 1.62e-02  4
1352 1.09e-02 1.46e-04 7.72e-04 5.32e-01 3.69e-01 3.74e-04 8.03e-04 2.22e-03 3.34e-03 3.60e-03 7.65e-02  5
1353 1.57e-03 4.15e-06 1.30e-04 2.57e-02 9.53e-01 2.62e-05 1.31e-04 1.78e-04 3.53e-04 6.99e-04 1.84e-02  5
1354 1.58e-02 7.57e-05 1.23e-03 4.74e-01 3.57e-01 3.70e-04 1.23e-03 2.03e-03 3.79e-03 9.45e-03 1.36e-01 11
1355 3.08e-04 1.14e-06 2.45e-05 6.53e-03 9.90e-01 5.95e-06 2.49e-05 3.85e-05 7.32e-05 1.34e-04 3.18e-03  5
1356 2.02e-04 6.65e-07 1.66e-05 3.51e-03 9.94e-01 3.74e-06 1.68e-05 2.49e-05 4.75e-05 8.10e-05 2.32e-03  5
1357 2.00e-06 8.09e-09 1.61e-07 4.08e-05 1.00e+00 4.10e-08 1.63e-07 2.62e-07 4.85e-07 8.05e-07 2.13e-05  5
1358 1.22e-05 4.97e-08 9.98e-07 2.38e-04 1.00e+00 2.57e-07 1.01e-06 1.63e-06 2.97e-06 4.83e-06 1.36e-04  5
1359 4.20e-05 1.80e-07 3.40e-06 8.24e-04 9.99e-01 8.94e-07 3.45e-06 5.69e-06 1.03e-05 1.60e-05 4.60e-04  5
1360 7.18e-04 2.52e-06 5.86e-05 1.43e-02 9.76e-01 1.40e-05 5.89e-05 8.93e-05 1.69e-04 3.20e-04 7.89e-03  5
1361 3.21e-04 1.59e-06 2.52e-05 8.19e-03 9.88e-01 7.24e-06 2.56e-05 4.46e-05 8.04e-05 1.34e-04 3.11e-03  5
1362 1.01e-04 4.92e-07 7.94e-06 2.41e-03 9.96e-01 2.26e-06 8.07e-06 1.40e-05 2.52e-05 4.07e-05 1.00e-03  5
